"y","Z","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10"
-2.35854209326449,0,-1.00479050488508,2.18006424951172,-0.912008499141066,-2.92256182969923,-5.38449229772917,-2.80809216917214,-2.68911894229889,0.417130927381187,4.08310992826291,6.88216756073159,5.56223853132981,1.86703222806773,-1.08178009974587,-5.61529660637877,-4.14745739991232,-0.0298793610238061,-0.667216386015242,-1.14504244728639,-1.29154415997941,-1.32390756104052,-0.846031918043934,-0.908557892909667,-0.6884101541003,-0.46265612637755,-0.0444142140633494
-1.11302000442895,0,-1.23242220335682,1.70618955370451,-1.06920538040773,-4.88068670249912,-3.85719306855771,-3.75892533394035,-0.696553109969178,0.580603374781676,5.20072647496124,5.78147006335777,5.43112206596149,3.28005105715014,-1.48740692586003,-4.55696854431564,-5.87092521966105,-0.251887699861131,0.129422577388171,0.356382743679409,0.365090053013266,0.484273836460275,0.294332788863187,0.47144961531434,0.797509535823589,1.15485302292445,1.14837691869026
-6.76071949690331,0,-2.42102152627075,1.79440764246494,-2.28445907747285,-3.95387968096672,-5.4918517058649,-3.70229784444493,-1.74427412813559,1.46369209401254,5.33997625257314,5.2279102376776,2.27464647974038,3.48040486558004,-0.373675241518902,-3.54794112288375,-6.10544697388743,1.34034799817682,0.827754341146803,0.346790613987541,0.807707347558468,0.8081897222272,0.507660444441952,0.355615435430515,0.434905528533729,0.0999477120372068,0.10453484203316
-3.59038485671171,0,0.0973310420409105,2.21219123452096,-1.80656457017958,-6.48087149797135,-5.28589802040504,-3.83400266040983,-1.58787732560243,1.32856241201593,4.26223430861668,6.19463314415406,5.22090326168807,2.01698866771671,0.570780726985975,-4.62510589141863,-5.55082592619671,1.39930522305088,0.595601679189245,0.454970178653037,0.0944614152954301,-0.92473048856293,-0.393878507553464,0.353371668209498,0.294759275917029,0.448505662231365,0.158725508017522
-2.82375804065619,1,0.680735336684282,2.92448236312086,-0.0443469783743575,-4.58346340441339,-6.38569245580727,-4.05890816430423,-2.34775035938619,1.55754860457425,2.64415631947348,5.96414127655752,5.62828044247784,0.9194806870841,-2.44570194018936,-3.18134676260062,-5.34958426829635,0.0270392439038729,-0.0427822723589219,-0.705752714503081,-1.00581377433312,-0.862460252827014,-1.23208450901844,-0.931800302512929,-1.13852745599918,-0.971300896380042,-0.47341080919397
-3.15374851967842,1,0.67511467599801,2.55856566855285,-2.32681583145605,-5.20215984237235,-4.89190054210827,-4.05965133698876,-1.69076925623436,1.48068720565934,4.79361501684578,5.82651725783903,3.25152275333912,1.77261779533922,-1.9828421552917,-4.2645353151416,-4.60560486977942,-0.421194840875961,0.579774827647291,-0.0859947918802201,0.13039601687585,0.962858522548025,0.548627705261998,0.616262332463448,0.571630747221644,0.213890127483808,-0.0478789687426421
-7.12318492661917,1,-0.821668887731586,1.09699411068327,-0.804809809789649,-5.16205464125697,-6.86000896453808,-5.46685068417654,-1.29988884718995,1.8687659755962,4.43334612993409,5.74503359750452,3.47855290071093,2.45330221234888,-1.53325587461364,-4.6430201702083,-5.36101875083025,-0.458723452423387,-0.92106012047482,-0.57317413079315,-0.17849746234552,0.256218776281053,0.513851457367212,0.29736888986917,-0.101154261608468,-0.246404550086023,-0.249864025784708
-8.01783267488675,0,-1.68178175086498,2.13869722519998,-0.134111273071175,-3.55568431207606,-4.96613458192578,-4.11812906794216,-1.66186785563608,1.73549784668849,3.99971622686777,5.54615090948196,3.21573734387566,1.54988138401094,-1.04250707499638,-4.47461555024673,-5.2999891508827,-0.277220620998919,-0.410108300276389,-1.07153927727768,-0.34123804867056,-1.02332452701754,-0.954792344538999,-0.848062454527857,-0.515262192509004,-1.08519522417747,-1.17274997467273
-9.44191954433614,1,-0.828650357641487,1.7126260178207,-0.787073887375297,-5.28028057075552,-5.5541734615902,-5.31801153347625,-0.625177012429571,-0.473162284292119,4.07733994079453,5.10405044130822,3.46877763928314,0.0193284101866662,-2.34173530778472,-5.3590413250381,-6.39326594724762,-0.710820901578737,-0.966160924082095,-0.627791254706653,-0.0213772174925054,-0.579694506497597,-0.935277956144176,-0.80302849027502,-0.517549999472751,-0.287998519522553,0.0567642586766957
-3.62762217116427,1,-1.03735234591276,3.2046240096133,-2.62539443625494,-4.24195558381228,-5.23295674298411,-3.8535015370173,-1.85498329636726,1.06815558717536,4.54981786608802,5.28385134032863,3.67064213452644,2.06161894438861,-2.03601875808972,-5.6275237639378,-5.72080473762341,-0.163070629693566,-0.466281477554886,-0.368371801997633,0.0958451663458146,-0.362151680530509,-0.207839960314174,-0.0577234453931366,0.0551618935897038,0.299811701778445,0.568449753047096
-1.38185891126989,0,0.694034808114158,0.544158179347767,-1.27026514514914,-5.78964666890031,-4.93220723661636,-3.16160930853589,-1.43478361211874,1.48080516960417,5.06639316783333,5.8879498777994,4.19422894588398,0.821192538370883,-1.25630666539368,-3.18121436114318,-4.4562068906728,-1.8507394833994,-1.94242289670859,-1.85351762598907,-1.80595001964124,-1.2891255364257,-1.22700795236903,-1.17376470813518,-1.55106714972089,-1.16190994702188,-1.18336641395842
-2.12793515477089,0,0.070987529765916,2.47231945380785,-0.732155398385542,-5.20793246262794,-4.26983062053833,-5.13156169550118,-2.22938271989451,1.86429622924168,4.53392137105073,6.00519722635056,4.614171206864,2.10274430931013,-1.2021980080956,-4.31871990138109,-4.71840825444629,-0.332054894164968,-0.27898570389142,0.141548693437589,0.326407725672467,0.398485058102041,0.398840875419518,0.858096963286697,0.576752605342331,0.573398852636609,0.0450747526856572
-4.22908281499829,1,-0.769314963528531,2.82291177946375,-1.81016372014609,-5.46036086250776,-6.24153982509558,-4.52407404081598,-2.85716575391706,2.38010890902374,4.92915746553835,6.06099642899844,4.5953124433335,2.43875655668228,-2.37886567969792,-4.56343732678097,-5.45862290510673,-0.355779642288574,-0.464611171161259,-0.749464287874661,-0.964075641844785,0.050681084383848,0.728989934533239,0.799571429221794,0.626768889747207,0.748493411839418,0.781957554737817
-3.1824813381347,1,0.538854170032902,1.44855297824582,-0.770507017365023,-2.68706382102411,-5.89321352076907,-4.83630150322303,-1.31171298377747,1.8776033236019,3.98931857224602,7.55544415900602,4.16462419390443,1.92987638721015,-2.38287961021133,-5.45244219417003,-5.77965954535229,-1.15134570091204,-0.716073458742004,-1.1945079980849,-1.26042442908681,-0.891707908814399,-1.17386017771757,-1.23339316580131,-0.803541006830152,0.0414207496984945,-0.223373941407691
-7.60354788991616,1,-1.17146647222316,1.10689115219858,-1.38490592916635,-5.68784029815445,-4.65549487877,-5.29775917023073,-2.47107517956504,1.2852633480827,3.96776571911667,4.51241625698084,4.79714370098192,2.98297641026501,-1.43755227517077,-5.458818839511,-6.39424894759784,-1.07477178965438,-0.83132464851874,-1.69637165133156,-1.94306145465845,-1.55375981832585,-2.17287699570806,-1.06597439562927,-1.16221482943799,-1.07643479385587,-0.384237423600489
-2.0659837201001,1,-1.0888311332479,1.36470340217784,-2.30451683720073,-4.85704825237212,-5.21386234083334,-3.61162207711969,-0.986750236948661,2.35601340675129,3.27055185417086,7.20309612710063,5.80115401043829,2.63111047583353,-2.17669487681758,-3.76830934712171,-5.55237966460245,0.384361935060665,0.39999455642035,0.485008789628601,1.19692640870446,0.856363351182401,1.37571683906627,1.1033563839936,0.415264990028276,0.469260930429495,0.261435775917433
-7.41336356961428,0,-1.72147763234574,1.12999821839013,-1.4409751437628,-4.38942791758698,-5.78446280308888,-3.80263407604991,-1.95445256221827,1.81917188658365,4.49841907646686,5.81514218803404,3.95002534355058,2.65650867854294,-2.60004169447804,-4.09778193221759,-4.88745042883564,-0.297248677788351,-0.446608057745937,-0.698809738928294,-0.652595761933945,-0.385935677209886,0.117001641925402,0.438185078470219,0.118996046991839,-0.439204414731343,-0.92984388544645
-4.26847910855907,1,-0.0468541193378927,1.86171227687284,-1.32783318932661,-4.37501006548337,-5.66445621659203,-4.40889114003102,-2.75926519385278,0.386886746024992,5.44756922589195,6.38966423717102,4.04454434618347,0.324107925013983,-1.47818151710016,-4.99344325811059,-5.41345576194822,0.307463151597129,0.303533830115924,0.724783451742511,1.10406102661634,1.57941578938155,0.610814323792944,0.529427458170635,0.0188190916265512,-0.0754181087878742,-0.619011394518273
-3.45613998753659,1,0.129603168339792,0.98970843563786,-0.0823009871147165,-4.52545644074191,-5.45593267185242,-3.69351035391623,-2.86019942946213,0.837043321960972,4.37207967347689,5.08669193125005,4.33429119167456,3.02601508446587,-2.574595155736,-4.28959809773745,-5.31599552968392,-0.314326474629764,-0.325237011436878,0.0207764102230409,0.462189677103138,0.402992203714746,0.181473489565811,0.499736755261773,0.54927200292071,-0.257567563012638,-0.231142850347715
-2.39756787973817,0,-0.0823487623006386,1.51872855797118,-1.11621446724424,-3.98648939998623,-5.20997590457633,-2.61361129925318,-1.4896849769964,1.01189543688412,4.51215720780443,6.19945734150388,4.06573065848085,2.43538752566667,-2.17377599517415,-4.53951353634507,-6.77760240080352,1.1009553849311,0.673648226021315,0.453387403543548,0.61489804460886,0.933923188550855,1.34875105701372,1.03175719937539,-0.0723696131004266,0.287968745693266,0.159470458864979
-2.41197079650332,1,0.8210828193677,1.2959085589805,-0.427466667927252,-5.04970513081303,-6.06821233014405,-5.74458849723698,-0.698677903703937,2.55536124982094,4.1725625106268,5.46275499264815,4.54567557853002,1.79150523368494,-2.34198702653025,-3.16433051264341,-4.78147183791832,1.03671283949912,0.429851790163158,0.541922229560085,0.600786674179621,0.251238781172661,0.580062376280791,0.378009568177492,0.593579272880641,0.252231954478663,0.00664557990156265
-4.80979944351055,1,0.608067770798539,1.33619412162297,-1.36287830360481,-3.66420030608398,-5.29668203783251,-4.01064070218587,-0.67276970473925,1.17781696504929,4.32947128592894,4.67389340705305,4.94874832497767,1.82850754662339,-1.15728399590569,-5.98773641905699,-6.11424613100864,-0.387360858676997,-0.319691001245253,0.0695467454980123,0.36982832563944,0.142172093010722,0.223091455733851,0.923303264802679,1.30910697452849,1.23150593417985,0.949820450930926
-4.91859056403282,0,-0.977440810626687,1.91206821775118,-1.75974699956501,-3.48630138674908,-5.41140139591417,-3.91124990469412,-1.13568340056064,1.58821550433399,3.61852480622808,7.12962576443635,4.10246567597674,1.06587534792945,0.0836293481027577,-5.00995107455418,-5.3597306330314,-0.721828829890068,-1.08015350590042,-0.856492963751418,-0.730545197790726,-0.817595615002598,-0.938744922625928,-1.53649900486063,-1.25937904676075,-1.31844960829451,-1.75457869646528
-1.25616028515396,1,1.41827219474151,1.3237907106489,-2.10184143218955,-4.31774227472692,-5.36192678991925,-3.68465750535772,-1.71458060307839,1.45558518836328,4.08054394421091,7.00531402022779,4.03707320242156,1.5492846010202,-0.384680532315437,-2.63249083049309,-5.34773094055194,-1.0608253950326,-0.218399473182294,-0.145431790236656,0.0514349683292991,0.894424947206283,0.276615662358723,0.150986964324313,-0.386189913720943,-0.655151564452111,-0.820392197694492
-3.71955741583701,1,-0.450490972543004,1.76508714581208,-2.03679813612704,-4.32157768255625,-4.06561250074505,-3.36997937085339,-1.06655937530817,1.10457991025931,3.95453835703645,4.30631511820186,4.93842002205988,1.51181698457844,-2.73908884386506,-5.16163162409293,-5.4841446938448,-0.419948441083162,-0.206468243450432,-0.25785418036937,-0.686873947841991,-0.485543535310773,-0.850357749477619,-1.12848133352781,-0.714692345915774,-0.629683822414612,-0.715977935129375
-2.82057372120968,0,0.916073245168492,0.913169340386282,-0.985624910826474,-3.85565562709779,-7.36145789369747,-4.58484262742911,-1.07510022531931,2.20853044191074,6.28103646449504,6.20113038494403,4.86808869992378,2.51054017658586,-3.36808818857011,-3.24971930256066,-6.07512425493976,-0.227340257885768,0.0307438998911825,-0.398169916939271,-0.371062172730597,-0.927900638780603,-0.931819859120149,-0.455218042807921,0.380603636391966,0.740743941857995,0.763787534867352
-3.27387053973694,1,-0.941848771259884,1.42558507851475,-0.988304141411024,-4.76563496422368,-4.59906122368537,-4.21931909136304,-2.27986241301142,1.94784140249968,4.5729411708307,6.95974189993047,2.76260570930185,2.43827384261257,-1.96386173385272,-3.15745852740514,-5.38880438798675,-0.789666406803075,-0.366571729773794,-0.129398387205744,-0.406244738900408,-0.828290246619726,-0.941906072551703,-0.339378533243862,0.0495952879889128,-0.316370403732243,-0.190439209882336
-1.46867236426306,1,0.320808214089107,0.910805603269454,-1.83485886356042,-5.49318802697788,-6.63469016577502,-2.82908101662239,-2.74399705667342,1.99113073959865,5.82445825825882,5.7483060362498,5.13083865430633,1.07436149016213,-3.76879515917882,-5.87198497744648,-5.73818075073527,0.851549624987484,0.963383444661722,1.67185998431072,1.08042074059456,0.646789399756666,0.284805067169223,0.60589150043216,1.25108526791936,0.571092199539633,0.145324539575028
-9.55802570735795,0,-1.06041810173848,2.12688746496254,-1.88820300168026,-5.92326873757876,-6.57856472906524,-3.76860857397609,-2.46675883920031,1.68222395460994,5.02932893574021,4.1916687930395,4.59886799881537,1.3645546812264,-1.87797505657755,-3.73462747426495,-6.23362322655759,-0.158063532509076,1.02837641119695,0.949630149113053,0.654387923372198,0.571785978994201,0.402305457480473,0.150113412295406,0.0760407759621787,-0.0690747552486299,0.350581450683125
-7.99303521909561,0,-0.334018892797507,1.89595094906425,-0.438369988112018,-4.82525400276351,-6.23954965235292,-4.64917661267289,-0.502630399467054,-0.35760970529309,5.68248700515949,4.42413596027995,3.92909443437867,2.29963012324388,-2.14081830467514,-6.07935298455342,-6.56352039462065,0.144305076566987,-0.290847993903784,0.485873810616635,0.485555744751015,1.11717447239075,1.44920708018104,1.51817957310707,1.23453341045064,0.0107148288779765,-0.654702962596857
-3.13781893587893,0,1.00822712692353,1.55772808117175,-0.962739850154602,-4.85568853584943,-2.8636837878704,-4.96557590098253,-1.72698592935622,1.60598741236677,3.91650028192695,6.09556249172148,3.53648078752902,2.52661770335126,-1.14727995863939,-5.50798519643817,-5.41490745322615,0.534503857639103,0.0992893913736397,0.221683815662573,0.317306556033497,0.467571201560938,0.0774955415681342,0.596946156886352,0.611620498828541,0.529100436542413,0.324951723758631
-6.64618644301747,0,-1.58082204621549,1.37997663588264,-0.748416970363505,-4.31083448974077,-5.8090810570984,-4.69598283019173,-2.08019443061498,2.05617506848508,3.76248194736181,5.10767350055294,3.79890883309909,1.84415153040959,-1.95072169774524,-4.74404610068888,-4.0856383933255,1.54776183018236,1.39960062212174,1.67621159209139,1.27367465427085,1.27852747929004,1.48738885695221,1.22925107539368,1.80487002882382,1.59303355169408,1.18048749681633
-7.46334397121916,0,-1.14751706885695,4.01690288883327,-1.61376615556192,-4.67174906728582,-4.03310745305393,-4.63995526719217,-1.99930147669552,0.441264485853806,5.21853428027682,4.60789164445493,3.94942362347534,1.37966788451779,-1.41709229587724,-5.74746784711971,-6.19560539169015,-1.15032543486644,-1.20954670938241,-1.57533505378747,-2.24217420640994,-2.1970132528917,-1.98115886028837,-1.32261324053873,-1.76682438201036,-1.46517904031033,-0.895438847993963
