"y","Z","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","V.1","V.2","V.3","V.4","V.5","V.6","V.7","V.8","V.9","V.10"
172.920675781455,0,2.50080089090145,3.09843139773853,2.89727142306714,3.88040596272312,5.53215025540062,4.40946215874988,6.88723814270304,8.2257919645494,8.81823190646978,10.4387618702062,10.8773309703463,13.6485140588165,11.8817697791209,15.844417900103,15.3318294913766,15.2806220061053,17.9806378151179,18.6578415275741,17.8971659496092,19.2487984752334,19.8518441867143,23.4073084536161,21.6735782761989,23.1453469559055,24.9310559375821,-0.288186023255459,-0.583375536158487,-0.196423387102518,-0.217191901414541,-0.793678598436004,-0.790543112938734,-0.967723756083015,-0.550398293879463,0.0218055385915687,0.224378718318624
170.366085223134,0,1.96636561312486,1.76628132920576,3.90848229644878,4.43302736658386,4.22417340542271,6.61118763819462,9.30706330694332,6.77467387324059,6.69497913380632,8.64761057213912,11.9205814079594,12.5927343118552,14.1857167792953,13.1550329244477,15.1312130274683,16.3913378335126,17.6739529094322,17.4999073743101,18.1608510840321,19.1443435817964,20.5036431448514,21.5492340487065,21.2594659274189,24.3679557129808,25.5821796218455,1.56520807912265,1.49199399605035,1.80641672262108,1.64791592241587,0.603859032067066,0.938508580740223,1.21862100887086,0.619577004999616,0.267954482338494,0.482278679647735
172.844785464711,0,0.837375211680195,2.3459766991039,4.01900005751204,4.35708896872514,6.45695060804648,4.46163508189119,6.72504494646974,7.38616706000868,8.63841886168304,10.5217012901267,11.7038790621522,12.7865680244085,12.1927685728542,13.6931162278411,15.1260378861523,17.614208427063,18.5849986587797,18.7142121134768,18.4419254383233,20.2282870481685,20.0586865490638,21.7229686047388,22.9735907356928,24.4313240854448,25.1865771092612,-0.588867862045185,-0.50467088620408,-0.813780913967464,-0.458393283077855,-0.680921786322867,-0.797252027711527,-0.746159582273675,-0.566690239034837,-1.03605798299469,-0.715309714304717
176.604468076339,1,2.45924929508121,2.18148911584515,3.20058582150622,3.79935191765636,4.62118271137063,5.73650850615412,6.60651061120688,8.29765255813547,9.20491162494594,10.4359401829411,13.8104513643004,12.2709192515837,10.8882222853173,13.8478908280853,16.1721653229061,15.7622255607105,14.9929931064769,17.1084423575385,18.405068473237,20.8514250840432,22.2569636214685,21.7127424799959,22.978182623876,24.6919088256407,25.4279962981351,-0.768009327589831,-1.33348508316316,-1.29285161985776,-1.19307735185803,-0.914249989300815,-0.908242984994448,-0.569391487188537,-0.671838385762248,-0.475460908247303,-0.247252452536717
171.241600648751,0,0.0324210247066443,1.48218941759618,2.13530816556922,3.53012249292507,5.44082986177055,6.96040506880844,7.00760945295339,6.02043455377976,8.33359779728918,9.42784662327094,10.2754786042975,10.7586613114122,11.5819447751045,15.0919205785526,15.3533392881068,16.4018255115102,18.9188801925093,18.9068969171164,20.7819345640032,17.625545025174,20.9011944216124,23.1515238134346,22.7487266343767,23.2153650905764,25.6759496127841,-2.36133367290908,-1.77478783879338,-1.75939000149559,-1.99890733351787,-2.06498787553695,-3.27558695194848,-2.5285869583004,-2.20110116297284,-2.15854514718444,-1.31933125061139
164.656390499084,0,-0.782177728165155,2.68852982293459,2.94319711940563,3.2631588581899,6.17347723543496,5.47901177676201,9.47325864908978,7.82698576261079,8.97358702242111,9.10432621856631,10.1145329968756,12.7989822330867,11.4800212566529,13.1322573524785,14.2244040644904,16.4786349653836,16.9171349718166,18.6992529395508,19.0481454939467,19.0805373505924,21.3459999404561,22.4334997360324,23.0978026927916,24.3793593664077,23.955269749718,0.53579397046011,0.336674345092678,-0.10714198509691,-0.422218442565827,-0.55084748993649,-0.122475496272748,0.794289549521937,0.536446884473789,0.123726367072928,-0.516550139031866
172.952602740651,0,0.379140348247896,1.45262938415754,3.45405033834981,2.49841164924696,4.61814558676167,9.15824730435671,7.16658353546196,8.67784633516705,9.41774692564927,10.0290452638054,10.1512117988936,11.4809778816306,12.3103818327253,14.3784078330862,16.2098719818118,17.1869114062795,17.8612172402415,17.4622630045643,19.8532938729625,20.9134556855364,21.2315575285379,21.8683593313328,24.6996129305464,25.5501996311004,24.8801250613463,-0.548858077359843,-0.410425002799743,-0.44625866338517,-0.896241928786553,-0.947284679040567,-0.363574556792474,-0.693758950245586,-0.715049874802709,-0.552980851195762,0.235761723677307
165.928152714262,0,1.45129252151626,1.4562113732635,2.03377322733937,3.81321755196605,5.50799554570955,5.78920016565022,7.65085134802649,7.01910326390903,10.3285543235829,9.29649927552179,11.3192555323884,10.0364346806719,14.2882608997277,13.8489542751953,14.0126333263964,16.440529388071,17.2350747329482,18.8289583925099,18.8206091112452,19.1361106288611,19.9998253069379,22.6517986334025,22.9816078267527,24.9615543832225,25.0185121869585,-0.864233032658105,-1.17637834811283,-0.0577996076648914,0.665498047206339,0.689819910805393,0.357733746044949,-0.375408979842824,0.312771661792039,0.441357672997096,0.460195680425874
167.346113825318,1,2.57597148666978,2.24316916940406,2.01943399264095,4.04109705273649,4.13656270200607,7.40506339188963,7.1467799396766,6.68747802509574,8.0301564823935,6.79496177617643,11.2919711304898,13.078781221518,13.6752187512255,14.1631787276622,14.6052173992547,14.2497005230336,16.599174605767,19.2466638429089,18.2131306561572,20.4496541393354,21.3023601522907,22.1539560820288,23.9032165885597,23.5359237048632,24.2490832995444,0.865199682063028,0.874845400396949,0.835384065009961,0.684780551203181,0.766794819742181,-0.133349926223183,-1.00908851149282,-0.607994604123527,0.152391529838432,0.155266066671493
169.787176745193,1,0.218624651295149,0.57662138519906,3.19219871114697,4.54378034247444,6.11691433500542,5.16805314480746,5.47671607890397,8.30884450006007,8.28100587420391,11.3591936617568,11.1494431330272,13.5058891469032,13.1956675607374,13.9414367229562,14.4624162874537,16.130882202556,17.1476768035265,18.1110905338123,18.8214293835459,19.125397117417,20.7528706152532,22.3235638503207,22.3095049109249,23.9585213055031,25.7350797275567,1.29793887862111,0.56156890802269,0.598199226132354,0.447809822164066,0.66658691625868,1.26349141442825,1.2419427310064,1.32383847838778,0.964536228291024,0.83351910801173
